date,hour,visitors,tickets_online,tickets_offline,revenue_tickets,revenue_gastro,revenue_parking,facility_zone,notes
2026-01-26,14,42,21,21,1694.06,526.95,239.09,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-01-26,15,40,20,20,1832.74,481.96,122.59,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-01-26,16,40,20,20,1685.06,541.73,133.47,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-01-26,17,28,14,14,1249.54,255.5,75.88,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-01-26,18,27,14,13,1202.46,422.65,147.99,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-01-26,19,22,11,11,759.51,226.15,123.05,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-01-26,20,23,11,12,1078.55,528.03,129.39,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-01-27,9,27,14,13,1166.97,542.17,84.49,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-01-27,10,27,14,13,964.52,614.07,173.96,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-01-27,11,28,14,14,1092.55,327.64,166.49,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-01-27,12,25,13,12,943.27,272.16,174.83,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-01-27,13,32,16,16,1174.89,600.27,110.36,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-01-27,14,39,20,19,1364.46,540.82,240.32,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-01-27,15,35,18,17,1632.11,586.71,99.55,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-01-27,16,40,20,20,1379.22,525.58,152.67,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-01-27,17,28,14,14,1181.84,400.59,95.97,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-01-27,18,25,13,12,807.49,524.89,159.5,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-01-27,19,24,12,12,1020.78,397.09,106.5,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-01-27,20,27,14,13,1090.4,431.07,141.95,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-01-28,9,21,10,11,887.34,221.48,107.44,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-01-28,10,23,11,12,760.54,475.93,72.42,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-01-28,11,30,15,15,1192.98,311.48,160.65,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-01-28,12,31,16,15,1406.8,564.54,159.0,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-01-28,13,36,18,18,1363.02,629.4,102.76,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-01-28,14,35,18,17,1640.92,417.28,173.5,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-01-28,15,38,19,19,1703.02,374.29,201.02,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-01-28,16,32,16,16,1504.38,474.35,139.05,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-01-28,17,27,14,13,978.83,258.37,77.0,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-01-28,18,20,10,10,737.25,444.49,146.06,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-01-28,19,27,14,13,1093.68,314.62,138.54,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-01-28,20,25,13,12,899.51,443.86,84.86,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-01-29,9,23,11,12,774.83,412.64,98.67,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-01-29,10,22,11,11,865.47,402.89,152.11,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-01-29,11,29,15,14,1114.32,398.03,95.44,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-01-29,12,35,18,17,1679.12,532.08,149.16,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-01-29,13,31,16,15,1153.03,440.33,195.95,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-01-29,14,52,27,25,2022.25,996.43,288.19,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-01-29,15,34,17,17,1504.55,746.85,128.2,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-01-29,16,32,16,16,1516.37,488.48,143.53,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-01-29,17,27,14,13,1121.37,438.66,201.61,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-01-29,18,16,8,8,589.27,211.27,57.75,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-01-29,19,24,12,12,1083.62,447.75,93.11,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-01-29,20,22,11,11,898.89,369.35,156.85,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-01-30,9,24,12,12,904.57,262.51,104.05,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-01-30,10,26,13,13,1074.18,318.81,170.44,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-01-30,11,31,16,15,1447.27,597.67,189.65,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-01-30,12,35,18,17,1564.03,399.72,232.0,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-01-30,13,35,18,17,1628.29,606.66,140.07,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-01-30,14,33,17,16,1441.86,563.24,95.45,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-01-30,15,44,22,22,1652.94,899.36,201.63,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-01-30,16,35,18,17,1605.99,741.2,127.18,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-01-30,17,26,13,13,836.76,516.98,114.72,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-01-30,18,22,11,11,811.28,210.68,114.39,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-01-30,19,25,13,12,888.32,242.68,153.95,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-01-30,20,25,13,12,957.15,380.97,136.89,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-01-31,9,33,20,13,1209.01,479.18,104.31,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-01-31,10,39,24,15,1299.51,663.01,107.12,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-01-31,11,42,26,16,1681.23,833.01,132.38,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-01-31,12,53,32,21,1810.37,892.0,261.78,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-01-31,13,55,34,21,2302.08,1061.46,205.22,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-01-31,14,56,34,22,1856.19,1112.99,230.56,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-01-31,15,60,37,23,2564.88,895.77,254.49,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-01-31,16,50,31,19,1856.59,865.71,131.05,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-01-31,17,39,24,15,1632.52,891.63,183.73,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-01-31,18,53,32,21,1819.65,510.3,349.32,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-01-31,19,38,23,15,1676.7,795.67,116.35,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-01-31,20,39,24,15,1282.03,869.12,278.21,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-02-01,9,42,26,16,1353.23,785.95,128.37,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-02-01,10,33,20,13,1293.63,307.51,116.99,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-02-01,11,41,25,16,1655.26,517.47,201.52,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-02-01,12,50,31,19,2183.94,548.94,299.69,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-02-01,13,66,40,26,2812.69,634.18,221.21,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-02-01,14,61,37,24,2229.2,1222.97,340.98,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-02-01,15,67,41,26,2152.93,967.55,258.39,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-02-01,16,54,33,21,2464.2,985.04,368.36,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-02-01,17,55,34,21,2331.48,673.0,242.19,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-02-01,18,40,24,16,1905.03,415.78,163.09,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-02-01,19,40,24,16,1399.31,640.36,191.6,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-02-01,20,31,19,12,1451.47,288.33,115.85,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-02-02,9,21,10,11,804.18,235.16,88.91,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-02-02,10,24,12,12,903.13,426.08,88.34,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-02-02,11,32,16,16,1439.69,568.35,220.59,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-02-02,12,32,16,16,1479.89,653.06,84.71,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-02-02,13,33,17,16,1136.1,711.49,190.89,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-02-02,14,37,19,18,1235.97,530.98,270.21,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-02-02,15,32,16,16,1140.44,395.68,104.44,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-02-02,16,29,15,14,1378.33,630.35,120.25,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-02-02,17,26,13,13,889.65,431.05,169.01,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-02-02,18,24,12,12,1099.23,319.82,144.62,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-02-02,19,22,11,11,1054.48,498.54,70.97,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-02-02,20,22,11,11,1032.43,480.47,89.92,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-02-03,9,17,8,9,576.2,228.59,117.27,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-02-03,10,22,11,11,959.93,433.75,151.81,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-02-03,11,25,13,12,977.2,551.82,174.27,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-02-03,12,34,17,17,1595.69,436.33,217.45,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-02-03,13,38,19,19,1679.57,667.57,145.7,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-02-03,14,39,20,19,1601.83,477.08,142.78,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-02-03,15,34,17,17,1462.35,532.86,170.4,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-02-03,16,29,15,14,1208.59,550.08,126.72,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-02-03,17,30,15,15,1026.01,351.17,79.83,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-02-03,18,22,11,11,973.12,202.62,84.68,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-02-03,19,19,9,10,908.43,372.57,53.78,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-02-03,20,25,13,12,1170.84,569.97,170.89,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-02-04,9,20,10,10,786.41,249.1,90.49,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-02-04,10,24,12,12,784.06,463.07,105.64,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-02-04,11,26,13,13,1140.87,450.15,133.28,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-02-04,12,36,18,18,1656.45,720.61,183.72,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-02-04,13,28,14,14,915.0,642.37,142.62,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-02-04,14,40,20,20,1533.19,771.7,211.54,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-02-04,15,29,15,14,950.87,379.22,130.22,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-02-04,16,31,16,15,1143.06,638.19,149.01,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-02-04,17,23,11,12,756.07,373.46,73.86,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-02-04,18,26,13,13,1177.24,398.42,158.94,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-02-04,19,26,13,13,1222.14,487.39,82.59,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-02-04,20,25,13,12,965.42,382.81,84.86,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-02-05,9,19,9,10,669.39,291.95,71.26,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-02-05,10,21,10,11,904.42,455.71,136.13,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-02-05,11,26,13,13,879.49,397.58,112.18,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-02-05,12,29,15,14,1171.05,416.94,187.2,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-02-05,13,24,12,12,913.41,343.88,152.19,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-02-05,14,36,18,18,1677.46,609.01,208.72,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-02-05,15,40,20,20,1394.47,758.75,183.92,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-02-05,16,37,19,18,1367.23,731.15,175.06,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-02-05,17,26,13,13,886.73,307.84,145.93,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-02-05,18,23,11,12,829.14,354.68,155.87,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-02-05,19,22,11,11,1014.71,271.27,119.77,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-02-05,20,21,10,11,831.84,309.58,60.84,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-02-06,9,20,10,10,815.15,353.53,105.75,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-02-06,10,22,11,11,994.49,213.07,71.31,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-02-06,11,26,13,13,1187.19,476.79,173.94,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-02-06,12,29,15,14,1066.48,634.68,79.61,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-02-06,13,32,16,16,1368.11,561.77,190.64,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-02-06,14,37,19,18,1536.22,740.83,125.32,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-02-06,15,29,15,14,1360.21,298.81,115.9,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-02-06,16,32,16,16,1212.71,457.76,90.83,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-02-06,17,23,11,12,843.76,250.32,137.38,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-02-06,18,25,13,12,909.77,409.47,128.08,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-02-06,19,20,10,10,674.98,384.32,112.9,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-02-06,20,18,9,9,860.31,283.88,106.98,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-02-07,9,44,27,17,1610.18,771.05,179.63,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-02-07,10,30,18,12,1212.19,687.91,128.08,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-02-07,11,44,27,17,1773.87,785.22,218.35,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-02-07,12,51,31,20,1778.8,894.12,308.19,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-02-07,13,52,32,20,1683.96,923.34,160.66,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-02-07,14,54,33,21,2460.73,1090.47,404.73,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-02-07,15,47,29,18,1925.43,842.48,120.15,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-02-07,16,48,29,19,1690.51,621.25,309.65,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-02-07,17,38,23,15,1412.95,345.26,225.31,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-02-07,18,40,24,16,1498.47,765.66,223.2,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-02-07,19,35,21,14,1305.09,480.59,205.18,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-02-07,20,32,19,13,1493.08,645.17,183.3,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-02-08,9,27,16,11,1249.37,445.97,112.74,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-02-08,10,35,21,14,1559.03,517.84,217.45,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-02-08,11,41,25,16,1787.58,550.1,212.36,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-02-08,12,41,25,16,1448.62,762.47,266.4,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-02-08,13,54,33,21,2565.75,698.03,143.42,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-02-08,14,49,30,19,2339.16,870.79,328.89,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-02-08,15,45,27,18,1868.54,949.69,281.6,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-02-08,16,42,26,16,1817.94,562.93,111.64,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-02-08,17,34,21,13,1217.28,521.11,246.62,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-02-08,18,37,22,15,1311.95,489.6,113.26,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-02-08,19,33,20,13,1538.25,502.02,86.61,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-02-08,20,25,15,10,993.07,400.02,86.28,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-02-09,9,23,11,12,928.7,456.72,73.98,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-02-09,10,19,9,10,873.03,389.69,136.61,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-02-09,11,23,11,12,1002.64,354.92,139.57,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-02-09,12,26,13,13,1049.3,235.5,186.2,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-02-09,13,29,15,14,968.4,450.55,79.19,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-02-09,14,28,14,14,1129.22,510.32,113.75,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-02-09,15,28,14,14,1295.68,377.79,96.96,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-02-09,16,26,13,13,947.09,350.17,122.35,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-02-09,17,25,13,12,909.45,230.34,140.37,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-02-09,18,22,11,11,884.95,261.63,93.53,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-02-09,19,19,9,10,822.12,246.35,70.76,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-02-09,20,20,10,10,662.8,351.71,83.87,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-02-10,9,18,9,9,711.57,332.22,54.53,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-02-10,10,21,10,11,690.08,314.38,71.29,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-02-10,11,20,10,10,907.58,375.82,111.63,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-02-10,12,24,12,12,887.98,490.66,145.55,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-02-10,13,28,14,14,1332.21,548.25,135.2,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-02-10,14,27,14,13,920.94,550.26,191.66,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-02-10,15,26,13,13,1116.74,492.52,125.5,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-02-10,16,28,14,14,999.8,339.73,190.55,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-02-10,17,19,9,10,727.19,357.1,110.69,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-02-10,18,17,8,9,758.55,363.01,81.03,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-02-10,19,22,11,11,827.71,340.06,73.79,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-02-10,20,19,9,10,841.45,331.78,59.6,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-02-11,9,22,11,11,984.46,298.37,126.44,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-02-11,10,23,11,12,1027.61,378.54,103.59,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-02-11,11,19,9,10,774.58,430.06,83.96,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-02-11,12,28,14,14,1048.64,571.05,152.74,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-02-11,13,30,15,15,1337.92,498.7,110.42,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-02-11,14,27,14,13,1150.25,272.44,193.17,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-02-11,15,26,13,13,1078.34,402.5,137.16,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-02-11,16,24,12,12,1083.66,275.19,174.71,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-02-11,17,24,12,12,1080.6,475.17,105.47,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-02-11,18,20,10,10,798.17,364.85,59.05,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-02-11,19,21,10,11,975.49,376.02,52.52,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-02-11,20,14,7,7,480.87,155.25,72.19,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-02-12,9,16,8,8,562.09,296.66,65.33,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-02-12,10,21,10,11,863.61,457.48,84.48,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-02-12,11,25,13,12,1193.03,345.49,73.66,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-02-12,12,24,12,12,771.12,547.44,108.5,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-02-12,13,31,16,15,1175.13,517.22,85.73,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-02-12,14,32,16,16,1384.12,655.7,137.48,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-02-12,15,33,17,16,1180.21,621.43,147.55,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-02-12,16,21,10,11,778.89,301.54,92.56,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-02-12,17,18,9,9,712.76,209.43,79.61,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-02-12,18,18,9,9,842.25,373.67,58.88,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-02-12,19,21,10,11,717.12,210.09,54.15,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-02-12,20,18,9,9,783.75,284.65,84.31,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-02-13,9,19,9,10,803.24,281.62,90.82,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-02-13,10,19,9,10,847.83,331.78,87.94,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-02-13,11,23,11,12,939.15,351.91,98.36,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-02-13,12,28,14,14,979.23,488.99,150.91,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-02-13,13,29,15,14,1160.8,427.8,151.69,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-02-13,14,27,14,13,1022.53,612.77,144.2,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-02-13,15,27,14,13,1072.02,504.01,86.68,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-02-13,16,23,11,12,1005.12,523.71,170.62,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-02-13,17,22,11,11,731.54,472.09,64.73,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-02-13,18,16,8,8,632.95,310.14,116.83,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-02-13,19,20,10,10,895.39,267.5,55.28,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-02-13,20,19,9,10,712.44,378.09,92.04,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-02-14,9,24,14,10,1049.78,357.46,175.27,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-02-14,10,29,17,12,1298.38,378.42,77.62,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-02-14,11,39,24,15,1701.63,658.78,109.48,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-02-14,12,35,21,14,1384.97,397.85,96.53,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-02-14,13,52,32,20,2183.43,676.8,151.45,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-02-14,14,44,27,17,1763.94,920.49,171.13,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-02-14,15,46,28,18,2103.38,423.15,140.66,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-02-14,16,41,25,16,1426.55,708.68,133.48,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-02-14,17,26,16,10,940.68,489.08,128.04,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-02-14,18,31,19,12,1388.49,653.11,130.64,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-02-14,19,29,17,12,1361.35,323.59,144.41,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-02-14,20,27,16,11,1293.23,534.2,99.62,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-02-15,9,23,14,9,813.6,443.46,97.18,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-02-15,10,31,19,12,1310.56,606.88,95.48,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-02-15,11,35,21,14,1288.77,680.61,219.17,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-02-15,12,42,26,16,1701.85,601.32,253.18,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-02-15,13,40,24,16,1836.98,366.64,285.44,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
2026-02-15,14,45,27,18,1763.15,832.45,328.9,indoor,DEMO synthetic attendance for Welcome to AIrlines MVP
