date,venue_slug,visitors,visitors_low,visitors_base,visitors_high,weather_risk,forecast_confidence,demand_signal_score,trend_signal_score,event_impact_score,holiday_impact_score,seasonality_score,weather_impact_score,notes,is_calibrated_demo
2022-02-28,orientarium_zoo_lodz,665,559,665,771,medium,0.72,28.42,42.0,0.0,5.0,2.94,-4.0,"Calibrated demo attendance, not internal ticketing data. Non-anchored days scaled toward annual benchmark 980,000.",True
2022-03-01,orientarium_zoo_lodz,897,753,897,1041,medium,0.72,34.52,42.0,0.0,0.0,14.71,-10.0,"Calibrated demo attendance, not internal ticketing data. Non-anchored days scaled toward annual benchmark 980,000.",True
2022-03-02,orientarium_zoo_lodz,1205,1084,1205,1326,low,0.82,36.52,42.0,0.0,0.0,14.71,5.0,"Calibrated demo attendance, not internal ticketing data. Non-anchored days scaled toward annual benchmark 980,000.",True
2022-03-03,orientarium_zoo_lodz,1332,1199,1332,1465,low,0.82,38.12,42.0,0.0,0.0,14.71,5.0,"Calibrated demo attendance, not internal ticketing data. Non-anchored days scaled toward annual benchmark 980,000.",True
2022-03-04,orientarium_zoo_lodz,1617,1455,1617,1779,low,0.82,41.72,42.0,0.0,0.0,14.71,5.0,"Calibrated demo attendance, not internal ticketing data. Non-anchored days scaled toward annual benchmark 980,000.",True
2022-03-05,orientarium_zoo_lodz,2620,2358,2620,2882,low,0.82,53.72,42.0,0.0,2.0,14.71,5.0,"Calibrated demo attendance, not internal ticketing data. Non-anchored days scaled toward annual benchmark 980,000.",True
2022-03-06,orientarium_zoo_lodz,2384,2003,2384,2765,medium,0.72,55.72,42.0,0.0,2.0,14.71,-10.0,"Calibrated demo attendance, not internal ticketing data. Non-anchored days scaled toward annual benchmark 980,000.",True
2022-03-07,orientarium_zoo_lodz,983,885,983,1081,low,0.82,33.72,42.0,0.0,0.0,14.71,5.0,"Calibrated demo attendance, not internal ticketing data. Non-anchored days scaled toward annual benchmark 980,000.",True
2022-03-08,orientarium_zoo_lodz,1046,941,1046,1151,low,0.82,34.52,42.0,0.0,0.0,14.71,5.0,"Calibrated demo attendance, not internal ticketing data. Non-anchored days scaled toward annual benchmark 980,000.",True
2022-03-09,orientarium_zoo_lodz,1033,868,1033,1198,medium,0.72,36.52,42.0,0.0,0.0,14.71,-10.0,"Calibrated demo attendance, not internal ticketing data. Non-anchored days scaled toward annual benchmark 980,000.",True
2022-03-10,orientarium_zoo_lodz,1332,1199,1332,1465,low,0.82,38.12,42.0,0.0,0.0,14.71,5.0,"Calibrated demo attendance, not internal ticketing data. Non-anchored days scaled toward annual benchmark 980,000.",True
2022-03-11,orientarium_zoo_lodz,1617,1455,1617,1779,low,0.82,41.72,42.0,0.0,0.0,14.71,5.0,"Calibrated demo attendance, not internal ticketing data. Non-anchored days scaled toward annual benchmark 980,000.",True
2022-03-12,orientarium_zoo_lodz,2620,2358,2620,2882,low,0.82,53.72,42.0,0.0,2.0,14.71,5.0,"Calibrated demo attendance, not internal ticketing data. Non-anchored days scaled toward annual benchmark 980,000.",True
2022-03-13,orientarium_zoo_lodz,2782,2504,2782,3060,low,0.82,55.72,42.0,0.0,2.0,14.71,5.0,"Calibrated demo attendance, not internal ticketing data. Non-anchored days scaled toward annual benchmark 980,000.",True
2022-03-14,orientarium_zoo_lodz,843,708,843,978,medium,0.72,33.72,42.0,0.0,0.0,14.71,-10.0,"Calibrated demo attendance, not internal ticketing data. Non-anchored days scaled toward annual benchmark 980,000.",True
2022-03-15,orientarium_zoo_lodz,1046,941,1046,1151,low,0.82,34.52,42.0,0.0,0.0,14.71,5.0,"Calibrated demo attendance, not internal ticketing data. Non-anchored days scaled toward annual benchmark 980,000.",True
2022-03-16,orientarium_zoo_lodz,1205,1084,1205,1326,low,0.82,36.52,42.0,0.0,0.0,14.71,5.0,"Calibrated demo attendance, not internal ticketing data. Non-anchored days scaled toward annual benchmark 980,000.",True
2022-03-17,orientarium_zoo_lodz,1142,959,1142,1325,medium,0.72,38.12,42.0,0.0,0.0,14.71,-10.0,"Calibrated demo attendance, not internal ticketing data. Non-anchored days scaled toward annual benchmark 980,000.",True
2022-03-18,orientarium_zoo_lodz,1617,1455,1617,1779,low,0.82,41.72,42.0,0.0,0.0,14.71,5.0,"Calibrated demo attendance, not internal ticketing data. Non-anchored days scaled toward annual benchmark 980,000.",True
2022-03-19,orientarium_zoo_lodz,2620,2358,2620,2882,low,0.82,53.72,42.0,0.0,2.0,14.71,5.0,"Calibrated demo attendance, not internal ticketing data. Non-anchored days scaled toward annual benchmark 980,000.",True
2022-03-20,orientarium_zoo_lodz,2384,2003,2384,2765,medium,0.72,55.72,42.0,0.0,2.0,14.71,-10.0,"Calibrated demo attendance, not internal ticketing data. Non-anchored days scaled toward annual benchmark 980,000.",True
2022-03-21,orientarium_zoo_lodz,983,885,983,1081,low,0.82,33.72,42.0,0.0,0.0,14.71,5.0,"Calibrated demo attendance, not internal ticketing data. Non-anchored days scaled toward annual benchmark 980,000.",True
2022-03-22,orientarium_zoo_lodz,1046,941,1046,1151,low,0.82,34.52,42.0,0.0,0.0,14.71,5.0,"Calibrated demo attendance, not internal ticketing data. Non-anchored days scaled toward annual benchmark 980,000.",True
2022-03-23,orientarium_zoo_lodz,1205,1084,1205,1326,low,0.82,36.52,42.0,0.0,0.0,14.71,5.0,"Calibrated demo attendance, not internal ticketing data. Non-anchored days scaled toward annual benchmark 980,000.",True
2022-03-24,orientarium_zoo_lodz,1332,1199,1332,1465,low,0.82,38.12,42.0,0.0,0.0,14.71,5.0,"Calibrated demo attendance, not internal ticketing data. Non-anchored days scaled toward annual benchmark 980,000.",True
2022-03-25,orientarium_zoo_lodz,1386,1164,1386,1608,medium,0.72,41.72,42.0,0.0,0.0,14.71,-10.0,"Calibrated demo attendance, not internal ticketing data. Non-anchored days scaled toward annual benchmark 980,000.",True
2022-03-26,orientarium_zoo_lodz,2620,2358,2620,2882,low,0.82,53.72,42.0,0.0,2.0,14.71,5.0,"Calibrated demo attendance, not internal ticketing data. Non-anchored days scaled toward annual benchmark 980,000.",True
2022-03-27,orientarium_zoo_lodz,2782,2504,2782,3060,low,0.82,55.72,42.0,0.0,2.0,14.71,5.0,"Calibrated demo attendance, not internal ticketing data. Non-anchored days scaled toward annual benchmark 980,000.",True
2022-03-28,orientarium_zoo_lodz,843,708,843,978,medium,0.72,33.72,42.0,0.0,0.0,14.71,-10.0,"Calibrated demo attendance, not internal ticketing data. Non-anchored days scaled toward annual benchmark 980,000.",True
2022-03-29,orientarium_zoo_lodz,1046,941,1046,1151,low,0.82,34.52,42.0,0.0,0.0,14.71,5.0,"Calibrated demo attendance, not internal ticketing data. Non-anchored days scaled toward annual benchmark 980,000.",True
2022-03-30,orientarium_zoo_lodz,1205,1084,1205,1326,low,0.82,36.52,42.0,0.0,0.0,14.71,5.0,"Calibrated demo attendance, not internal ticketing data. Non-anchored days scaled toward annual benchmark 980,000.",True
2022-03-31,orientarium_zoo_lodz,1332,1199,1332,1465,low,0.82,38.12,42.0,0.0,0.0,14.71,5.0,"Calibrated demo attendance, not internal ticketing data. Non-anchored days scaled toward annual benchmark 980,000.",True
2022-04-01,orientarium_zoo_lodz,2960,2664,2960,3256,low,0.82,57.21,56.0,0.0,0.0,38.24,5.0,"Calibrated demo attendance, not internal ticketing data. Non-anchored days scaled toward annual benchmark 980,000.",True
2022-04-02,orientarium_zoo_lodz,4111,3453,4111,4769,medium,0.72,69.21,56.0,0.0,2.0,38.24,-10.0,"Calibrated demo attendance, not internal ticketing data. Non-anchored days scaled toward annual benchmark 980,000.",True
2022-04-03,orientarium_zoo_lodz,5092,4583,5092,5601,low,0.82,71.21,56.0,0.0,2.0,38.24,5.0,"Calibrated demo attendance, not internal ticketing data. Non-anchored days scaled toward annual benchmark 980,000.",True
2022-04-04,orientarium_zoo_lodz,1799,1619,1799,1979,low,0.82,49.21,56.0,0.0,0.0,38.24,5.0,"Calibrated demo attendance, not internal ticketing data. Non-anchored days scaled toward annual benchmark 980,000.",True
2022-04-05,orientarium_zoo_lodz,1642,1379,1642,1905,medium,0.72,50.01,56.0,0.0,0.0,38.24,-10.0,"Calibrated demo attendance, not internal ticketing data. Non-anchored days scaled toward annual benchmark 980,000.",True
2022-04-06,orientarium_zoo_lodz,2206,1985,2206,2427,low,0.82,52.01,56.0,0.0,0.0,38.24,5.0,"Calibrated demo attendance, not internal ticketing data. Non-anchored days scaled toward annual benchmark 980,000.",True
2022-04-07,orientarium_zoo_lodz,2438,2194,2438,2682,low,0.82,53.61,56.0,0.0,0.0,38.24,5.0,"Calibrated demo attendance, not internal ticketing data. Non-anchored days scaled toward annual benchmark 980,000.",True
2022-04-08,orientarium_zoo_lodz,2960,2664,2960,3256,low,0.82,57.21,56.0,0.0,0.0,38.24,5.0,"Calibrated demo attendance, not internal ticketing data. Non-anchored days scaled toward annual benchmark 980,000.",True
2022-04-09,orientarium_zoo_lodz,4796,4316,4796,5276,low,0.82,69.21,56.0,0.0,2.0,38.24,5.0,"Calibrated demo attendance, not internal ticketing data. Non-anchored days scaled toward annual benchmark 980,000.",True
2022-04-10,orientarium_zoo_lodz,4364,3666,4364,5062,medium,0.72,71.21,56.0,0.0,2.0,38.24,-10.0,"Calibrated demo attendance, not internal ticketing data. Non-anchored days scaled toward annual benchmark 980,000.",True
2022-04-11,orientarium_zoo_lodz,1799,1619,1799,1979,low,0.82,49.21,56.0,0.0,0.0,38.24,5.0,"Calibrated demo attendance, not internal ticketing data. Non-anchored days scaled toward annual benchmark 980,000.",True
2022-04-12,orientarium_zoo_lodz,1916,1724,1916,2108,low,0.82,50.01,56.0,0.0,0.0,38.24,5.0,"Calibrated demo attendance, not internal ticketing data. Non-anchored days scaled toward annual benchmark 980,000.",True
2022-04-13,orientarium_zoo_lodz,1891,1588,1891,2194,medium,0.72,52.01,56.0,0.0,0.0,38.24,-10.0,"Calibrated demo attendance, not internal ticketing data. Non-anchored days scaled toward annual benchmark 980,000.",True
2022-04-14,orientarium_zoo_lodz,2438,2194,2438,2682,low,0.82,53.61,56.0,0.0,0.0,38.24,5.0,"Calibrated demo attendance, not internal ticketing data. Non-anchored days scaled toward annual benchmark 980,000.",True
2022-04-15,orientarium_zoo_lodz,2960,2664,2960,3256,low,0.82,57.21,56.0,0.0,0.0,38.24,5.0,"Calibrated demo attendance, not internal ticketing data. Non-anchored days scaled toward annual benchmark 980,000.",True
2022-04-16,orientarium_zoo_lodz,4111,3453,4111,4769,medium,0.72,69.21,56.0,0.0,2.0,38.24,-10.0,"Calibrated demo attendance, not internal ticketing data. Non-anchored days scaled toward annual benchmark 980,000.",True
2022-04-17,orientarium_zoo_lodz,5092,4583,5092,5601,low,0.82,71.21,56.0,0.0,2.0,38.24,5.0,"Calibrated demo attendance, not internal ticketing data. Non-anchored days scaled toward annual benchmark 980,000.",True
2022-04-18,orientarium_zoo_lodz,1799,1619,1799,1979,low,0.82,49.21,56.0,0.0,0.0,38.24,5.0,"Calibrated demo attendance, not internal ticketing data. Non-anchored days scaled toward annual benchmark 980,000.",True
2022-04-19,orientarium_zoo_lodz,1916,1724,1916,2108,low,0.82,50.01,56.0,0.0,0.0,38.24,5.0,"Calibrated demo attendance, not internal ticketing data. Non-anchored days scaled toward annual benchmark 980,000.",True
2022-04-20,orientarium_zoo_lodz,2206,1985,2206,2427,low,0.82,52.01,56.0,0.0,0.0,38.24,5.0,"Calibrated demo attendance, not internal ticketing data. Non-anchored days scaled toward annual benchmark 980,000.",True
2022-04-21,orientarium_zoo_lodz,2090,1756,2090,2424,medium,0.72,53.61,56.0,0.0,0.0,38.24,-10.0,"Calibrated demo attendance, not internal ticketing data. Non-anchored days scaled toward annual benchmark 980,000.",True
2022-04-22,orientarium_zoo_lodz,2960,2664,2960,3256,low,0.82,57.21,56.0,0.0,0.0,38.24,5.0,"Calibrated demo attendance, not internal ticketing data. Non-anchored days scaled toward annual benchmark 980,000.",True
2022-04-23,orientarium_zoo_lodz,4796,4316,4796,5276,low,0.82,69.21,56.0,0.0,2.0,38.24,5.0,"Calibrated demo attendance, not internal ticketing data. Non-anchored days scaled toward annual benchmark 980,000.",True
2022-04-24,orientarium_zoo_lodz,4364,3666,4364,5062,medium,0.72,71.21,56.0,0.0,2.0,38.24,-10.0,"Calibrated demo attendance, not internal ticketing data. Non-anchored days scaled toward annual benchmark 980,000.",True
2022-04-25,orientarium_zoo_lodz,1799,1619,1799,1979,low,0.82,49.21,56.0,0.0,0.0,38.24,5.0,"Calibrated demo attendance, not internal ticketing data. Non-anchored days scaled toward annual benchmark 980,000.",True
2022-04-26,orientarium_zoo_lodz,1916,1724,1916,2108,low,0.82,50.01,56.0,0.0,0.0,38.24,5.0,"Calibrated demo attendance, not internal ticketing data. Non-anchored days scaled toward annual benchmark 980,000.",True
2022-04-27,orientarium_zoo_lodz,2206,1985,2206,2427,low,0.82,52.01,56.0,0.0,0.0,38.24,5.0,"Calibrated demo attendance, not internal ticketing data. Non-anchored days scaled toward annual benchmark 980,000.",True
2022-04-28,orientarium_zoo_lodz,2438,2194,2438,2682,low,0.82,53.61,56.0,0.0,0.0,38.24,5.0,"Calibrated demo attendance, not internal ticketing data. Non-anchored days scaled toward annual benchmark 980,000.",True
2022-04-29,orientarium_zoo_lodz,2537,2131,2537,2943,medium,0.72,57.21,56.0,0.0,0.0,38.24,-10.0,"Calibrated demo attendance, not internal ticketing data. Non-anchored days scaled toward annual benchmark 980,000.",True
2022-04-30,orientarium_zoo_lodz,4796,4316,4796,5276,low,0.82,69.21,56.0,0.0,2.0,38.24,5.0,"Calibrated demo attendance, not internal ticketing data. Non-anchored days scaled toward annual benchmark 980,000.",True
2022-05-01,orientarium_zoo_lodz,7746,6971,7746,8521,low,0.82,80.0,66.0,0.0,22.0,50.0,12.0,"Calibrated demo attendance, not internal ticketing data. Non-anchored days scaled toward annual benchmark 980,000.",True
2022-05-02,orientarium_zoo_lodz,1635,1243,1635,2027,high,0.62,58.0,66.0,0.0,0.0,50.0,-20.0,"Calibrated demo attendance, not internal ticketing data. Non-anchored days scaled toward annual benchmark 980,000.",True
2022-05-03,orientarium_zoo_lodz,2972,2675,2972,3269,low,0.82,58.8,66.0,0.0,22.0,50.0,12.0,"Calibrated demo attendance, not internal ticketing data. Non-anchored days scaled toward annual benchmark 980,000.",True
2022-05-04,orientarium_zoo_lodz,2805,2524,2805,3086,low,0.82,60.8,66.0,0.0,0.0,50.0,12.0,"Calibrated demo attendance, not internal ticketing data. Non-anchored days scaled toward annual benchmark 980,000.",True
2022-05-05,orientarium_zoo_lodz,3101,2791,3101,3411,low,0.82,62.4,66.0,0.0,0.0,50.0,12.0,"Calibrated demo attendance, not internal ticketing data. Non-anchored days scaled toward annual benchmark 980,000.",True
2022-05-06,orientarium_zoo_lodz,3765,3388,3765,4142,low,0.82,66.0,66.0,0.0,0.0,50.0,12.0,"Calibrated demo attendance, not internal ticketing data. Non-anchored days scaled toward annual benchmark 980,000.",True
2022-05-07,orientarium_zoo_lodz,6099,5489,6099,6709,low,0.82,78.0,66.0,0.0,2.0,50.0,12.0,"Calibrated demo attendance, not internal ticketing data. Non-anchored days scaled toward annual benchmark 980,000.",True
2022-05-08,orientarium_zoo_lodz,6476,5828,6476,7124,low,0.82,80.0,66.0,0.0,2.0,50.0,12.0,"Calibrated demo attendance, not internal ticketing data. Non-anchored days scaled toward annual benchmark 980,000.",True
2022-05-09,orientarium_zoo_lodz,2289,2060,2289,2518,low,0.82,58.0,66.0,0.0,0.0,50.0,12.0,"Calibrated demo attendance, not internal ticketing data. Non-anchored days scaled toward annual benchmark 980,000.",True
2022-05-10,orientarium_zoo_lodz,1740,1322,1740,2158,high,0.62,58.8,66.0,0.0,0.0,50.0,-20.0,"Calibrated demo attendance, not internal ticketing data. Non-anchored days scaled toward annual benchmark 980,000.",True
2022-05-11,orientarium_zoo_lodz,2805,2524,2805,3086,low,0.82,60.8,66.0,0.0,0.0,50.0,12.0,"Calibrated demo attendance, not internal ticketing data. Non-anchored days scaled toward annual benchmark 980,000.",True
2022-05-12,orientarium_zoo_lodz,3101,2791,3101,3411,low,0.82,62.4,66.0,0.0,0.0,50.0,12.0,"Calibrated demo attendance, not internal ticketing data. Non-anchored days scaled toward annual benchmark 980,000.",True
2022-05-13,orientarium_zoo_lodz,3765,3388,3765,4142,low,0.82,66.0,66.0,0.0,0.0,50.0,12.0,"Calibrated demo attendance, not internal ticketing data. Non-anchored days scaled toward annual benchmark 980,000.",True
2022-05-14,orientarium_zoo_lodz,6099,5489,6099,6709,low,0.82,78.0,66.0,0.0,2.0,50.0,12.0,"Calibrated demo attendance, not internal ticketing data. Non-anchored days scaled toward annual benchmark 980,000.",True
2022-05-15,orientarium_zoo_lodz,6476,5828,6476,7124,low,0.82,80.0,66.0,0.0,2.0,50.0,12.0,"Calibrated demo attendance, not internal ticketing data. Non-anchored days scaled toward annual benchmark 980,000.",True
2022-05-16,orientarium_zoo_lodz,2289,2060,2289,2518,low,0.82,58.0,66.0,0.0,0.0,50.0,12.0,"Calibrated demo attendance, not internal ticketing data. Non-anchored days scaled toward annual benchmark 980,000.",True
2022-05-17,orientarium_zoo_lodz,2436,2192,2436,2680,low,0.82,58.8,66.0,0.0,0.0,50.0,12.0,"Calibrated demo attendance, not internal ticketing data. Non-anchored days scaled toward annual benchmark 980,000.",True
2022-05-18,orientarium_zoo_lodz,2004,1523,2004,2485,high,0.62,60.8,66.0,0.0,0.0,50.0,-20.0,"Calibrated demo attendance, not internal ticketing data. Non-anchored days scaled toward annual benchmark 980,000.",True
2022-05-19,orientarium_zoo_lodz,3101,2791,3101,3411,low,0.82,62.4,66.0,0.0,0.0,50.0,12.0,"Calibrated demo attendance, not internal ticketing data. Non-anchored days scaled toward annual benchmark 980,000.",True
2022-05-20,orientarium_zoo_lodz,3765,3388,3765,4142,low,0.82,66.0,66.0,0.0,0.0,50.0,12.0,"Calibrated demo attendance, not internal ticketing data. Non-anchored days scaled toward annual benchmark 980,000.",True
2022-05-21,orientarium_zoo_lodz,4357,3311,4357,5403,high,0.62,78.0,66.0,0.0,2.0,50.0,-20.0,"Calibrated demo attendance, not internal ticketing data. Non-anchored days scaled toward annual benchmark 980,000.",True
2022-05-22,orientarium_zoo_lodz,6476,5828,6476,7124,low,0.82,80.0,66.0,0.0,2.0,50.0,12.0,"Calibrated demo attendance, not internal ticketing data. Non-anchored days scaled toward annual benchmark 980,000.",True
2022-05-23,orientarium_zoo_lodz,2289,2060,2289,2518,low,0.82,58.0,66.0,0.0,0.0,50.0,12.0,"Calibrated demo attendance, not internal ticketing data. Non-anchored days scaled toward annual benchmark 980,000.",True
2022-05-24,orientarium_zoo_lodz,2436,2192,2436,2680,low,0.82,58.8,66.0,0.0,0.0,50.0,12.0,"Calibrated demo attendance, not internal ticketing data. Non-anchored days scaled toward annual benchmark 980,000.",True
2022-05-25,orientarium_zoo_lodz,2805,2524,2805,3086,low,0.82,60.8,66.0,0.0,0.0,50.0,12.0,"Calibrated demo attendance, not internal ticketing data. Non-anchored days scaled toward annual benchmark 980,000.",True
2022-05-26,orientarium_zoo_lodz,2215,1683,2215,2747,high,0.62,62.4,66.0,0.0,0.0,50.0,-20.0,"Calibrated demo attendance, not internal ticketing data. Non-anchored days scaled toward annual benchmark 980,000.",True
2022-05-27,orientarium_zoo_lodz,3765,3388,3765,4142,low,0.82,66.0,66.0,0.0,0.0,50.0,12.0,"Calibrated demo attendance, not internal ticketing data. Non-anchored days scaled toward annual benchmark 980,000.",True
2022-05-28,orientarium_zoo_lodz,6099,5489,6099,6709,low,0.82,78.0,66.0,0.0,2.0,50.0,12.0,"Calibrated demo attendance, not internal ticketing data. Non-anchored days scaled toward annual benchmark 980,000.",True
2022-05-29,orientarium_zoo_lodz,4626,3516,4626,5736,high,0.62,80.0,66.0,0.0,2.0,50.0,-20.0,"Calibrated demo attendance, not internal ticketing data. Non-anchored days scaled toward annual benchmark 980,000.",True
2022-05-30,orientarium_zoo_lodz,2289,2060,2289,2518,low,0.82,58.0,66.0,0.0,0.0,50.0,12.0,"Calibrated demo attendance, not internal ticketing data. Non-anchored days scaled toward annual benchmark 980,000.",True
2022-05-31,orientarium_zoo_lodz,2436,2192,2436,2680,low,0.82,58.8,66.0,0.0,0.0,50.0,12.0,"Calibrated demo attendance, not internal ticketing data. Non-anchored days scaled toward annual benchmark 980,000.",True
2022-06-01,orientarium_zoo_lodz,2647,2382,2647,2912,low,0.82,58.15,66.0,0.0,0.0,44.12,12.0,"Calibrated demo attendance, not internal ticketing data. Non-anchored days scaled toward annual benchmark 980,000.",True
2022-06-02,orientarium_zoo_lodz,2925,2632,2925,3218,low,0.82,59.75,66.0,0.0,0.0,44.12,12.0,"Calibrated demo attendance, not internal ticketing data. Non-anchored days scaled toward annual benchmark 980,000.",True
2022-06-03,orientarium_zoo_lodz,3552,3197,3552,3907,low,0.82,63.35,66.0,0.0,0.0,44.12,12.0,"Calibrated demo attendance, not internal ticketing data. Non-anchored days scaled toward annual benchmark 980,000.",True
2022-06-04,orientarium_zoo_lodz,5755,5180,5755,6331,low,0.82,75.35,66.0,0.0,2.0,44.12,12.0,"Calibrated demo attendance, not internal ticketing data. Non-anchored days scaled toward annual benchmark 980,000.",True
2022-06-05,orientarium_zoo_lodz,6110,5499,6110,6721,low,0.82,77.35,66.0,0.0,2.0,44.12,12.0,"Calibrated demo attendance, not internal ticketing data. Non-anchored days scaled toward annual benchmark 980,000.",True
2022-06-06,orientarium_zoo_lodz,1542,1172,1542,1912,high,0.62,55.35,66.0,0.0,0.0,44.12,-20.0,"Calibrated demo attendance, not internal ticketing data. Non-anchored days scaled toward annual benchmark 980,000.",True
2022-06-07,orientarium_zoo_lodz,2298,2068,2298,2528,low,0.82,56.15,66.0,0.0,0.0,44.12,12.0,"Calibrated demo attendance, not internal ticketing data. Non-anchored days scaled toward annual benchmark 980,000.",True
2022-06-08,orientarium_zoo_lodz,2647,2382,2647,2912,low,0.82,58.15,66.0,0.0,0.0,44.12,12.0,"Calibrated demo attendance, not internal ticketing data. Non-anchored days scaled toward annual benchmark 980,000.",True
2022-06-09,orientarium_zoo_lodz,2925,2632,2925,3218,low,0.82,59.75,66.0,0.0,0.0,44.12,12.0,"Calibrated demo attendance, not internal ticketing data. Non-anchored days scaled toward annual benchmark 980,000.",True
2022-06-10,orientarium_zoo_lodz,3552,3197,3552,3907,low,0.82,63.35,66.0,0.0,0.0,44.12,12.0,"Calibrated demo attendance, not internal ticketing data. Non-anchored days scaled toward annual benchmark 980,000.",True
2022-06-11,orientarium_zoo_lodz,5755,5180,5755,6331,low,0.82,75.35,66.0,0.0,2.0,44.12,12.0,"Calibrated demo attendance, not internal ticketing data. Non-anchored days scaled toward annual benchmark 980,000.",True
2022-06-12,orientarium_zoo_lodz,6110,5499,6110,6721,low,0.82,77.35,66.0,0.0,2.0,44.12,12.0,"Calibrated demo attendance, not internal ticketing data. Non-anchored days scaled toward annual benchmark 980,000.",True
2022-06-13,orientarium_zoo_lodz,2159,1943,2159,2375,low,0.82,55.35,66.0,0.0,0.0,44.12,12.0,"Calibrated demo attendance, not internal ticketing data. Non-anchored days scaled toward annual benchmark 980,000.",True
2022-06-14,orientarium_zoo_lodz,1642,1248,1642,2036,high,0.62,56.15,66.0,0.0,0.0,44.12,-20.0,"Calibrated demo attendance, not internal ticketing data. Non-anchored days scaled toward annual benchmark 980,000.",True
2022-06-15,orientarium_zoo_lodz,2647,2382,2647,2912,low,0.82,58.15,66.0,0.0,0.0,44.12,12.0,"Calibrated demo attendance, not internal ticketing data. Non-anchored days scaled toward annual benchmark 980,000.",True
2022-06-16,orientarium_zoo_lodz,2925,2632,2925,3218,low,0.82,59.75,66.0,0.0,0.0,44.12,12.0,"Calibrated demo attendance, not internal ticketing data. Non-anchored days scaled toward annual benchmark 980,000.",True
2022-06-17,orientarium_zoo_lodz,2537,1928,2537,3146,high,0.62,63.35,66.0,0.0,0.0,44.12,-20.0,"Calibrated demo attendance, not internal ticketing data. Non-anchored days scaled toward annual benchmark 980,000.",True
2022-06-18,orientarium_zoo_lodz,5755,5180,5755,6331,low,0.82,75.35,66.0,0.0,2.0,44.12,12.0,"Calibrated demo attendance, not internal ticketing data. Non-anchored days scaled toward annual benchmark 980,000.",True
2022-06-19,orientarium_zoo_lodz,6110,5499,6110,6721,low,0.82,77.35,66.0,0.0,2.0,44.12,12.0,"Calibrated demo attendance, not internal ticketing data. Non-anchored days scaled toward annual benchmark 980,000.",True
2022-06-20,orientarium_zoo_lodz,2159,1943,2159,2375,low,0.82,55.35,66.0,0.0,0.0,44.12,12.0,"Calibrated demo attendance, not internal ticketing data. Non-anchored days scaled toward annual benchmark 980,000.",True
2022-06-21,orientarium_zoo_lodz,2298,2068,2298,2528,low,0.82,56.15,66.0,0.0,0.0,44.12,12.0,"Calibrated demo attendance, not internal ticketing data. Non-anchored days scaled toward annual benchmark 980,000.",True
2022-06-22,orientarium_zoo_lodz,1891,1437,1891,2345,high,0.62,58.15,66.0,0.0,0.0,44.12,-20.0,"Calibrated demo attendance, not internal ticketing data. Non-anchored days scaled toward annual benchmark 980,000.",True
2022-06-23,orientarium_zoo_lodz,2925,2632,2925,3218,low,0.82,59.75,66.0,0.0,0.0,44.12,12.0,"Calibrated demo attendance, not internal ticketing data. Non-anchored days scaled toward annual benchmark 980,000.",True
2022-06-24,orientarium_zoo_lodz,3552,3197,3552,3907,low,0.82,63.35,66.0,0.0,0.0,44.12,12.0,"Calibrated demo attendance, not internal ticketing data. Non-anchored days scaled toward annual benchmark 980,000.",True
2022-06-25,orientarium_zoo_lodz,4110,3124,4110,5096,high,0.62,75.35,66.0,0.0,2.0,44.12,-20.0,"Calibrated demo attendance, not internal ticketing data. Non-anchored days scaled toward annual benchmark 980,000.",True
2022-06-26,orientarium_zoo_lodz,6110,5499,6110,6721,low,0.82,77.35,66.0,0.0,2.0,44.12,12.0,"Calibrated demo attendance, not internal ticketing data. Non-anchored days scaled toward annual benchmark 980,000.",True
2022-06-27,orientarium_zoo_lodz,2159,1943,2159,2375,low,0.82,55.35,66.0,0.0,0.0,44.12,12.0,"Calibrated demo attendance, not internal ticketing data. Non-anchored days scaled toward annual benchmark 980,000.",True
2022-06-28,orientarium_zoo_lodz,2528,2275,2528,2781,low,0.82,56.15,66.0,0.0,10.0,44.12,12.0,"Calibrated demo attendance, not internal ticketing data. Non-anchored days scaled toward annual benchmark 980,000.",True
2022-06-29,orientarium_zoo_lodz,2911,2620,2911,3202,low,0.82,58.15,66.0,0.0,10.0,44.12,12.0,"Calibrated demo attendance, not internal ticketing data. Non-anchored days scaled toward annual benchmark 980,000.",True
2022-06-30,orientarium_zoo_lodz,3218,2896,3218,3540,low,0.82,59.75,66.0,0.0,10.0,44.12,12.0,"Calibrated demo attendance, not internal ticketing data. Non-anchored days scaled toward annual benchmark 980,000.",True
2022-07-01,orientarium_zoo_lodz,4502,4052,4502,4952,low,0.82,68.65,66.0,0.0,10.0,55.88,12.0,"Calibrated demo attendance, not internal ticketing data. Non-anchored days scaled toward annual benchmark 980,000.",True
2022-07-02,orientarium_zoo_lodz,7280,6552,7280,8008,low,0.82,80.65,66.0,0.0,12.0,55.88,12.0,"Calibrated demo attendance, not internal ticketing data. Non-anchored days scaled toward annual benchmark 980,000.",True
2022-07-03,orientarium_zoo_lodz,5521,4196,5521,6846,high,0.62,82.65,66.0,0.0,12.0,55.88,-20.0,"Calibrated demo attendance, not internal ticketing data. Non-anchored days scaled toward annual benchmark 980,000.",True
2022-07-04,orientarium_zoo_lodz,2736,2462,2736,3010,low,0.82,60.65,66.0,0.0,10.0,55.88,12.0,"Calibrated demo attendance, not internal ticketing data. Non-anchored days scaled toward annual benchmark 980,000.",True
